,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind
TimeStep,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
PeriodNum,,,,,,,,,,,,,,,,,,,,,,,,
0,0.5916666666666666,0.7166666666666666,0.8083333333333332,0.8166666666666667,0.7833333333333333,0.8333333333333333,0.6666666666666666,0.75,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.75,0.6666666666666666,0.6666666666666666,0.5833333333333333,0.5,0.41666666666666663,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.41666666666666663,0.25,0.3333333333333333,0.41666666666666663
1,0.41666666666666663,0.41666666666666663,0.3333333333333333,0.25,0.5,0.25,0.3333333333333333,0.5,0.16666666666666666,0.25,0.25,0.16666666666666666,0.5,0.41666666666666663,0.41666666666666663,0.5,0.5,0.5833333333333333,0.41666666666666663,0.5,0.5,0.3333333333333333,0.5,0.25
2,0.25,0.3333333333333333,0.41666666666666663,0.41666666666666663,0.41666666666666663,0.41666666666666663,0.5833333333333333,0.5833333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.41666666666666663,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.16666666666666666,0.25,0.25,0.25,0.25,0.16666666666666666,0.3333333333333333
3,0.3333333333333333,0.5,0.6666666666666666,0.8333333333333333,0.75,0.75,0.6666666666666666,0.75,0.75,0.6666666666666666,0.75,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5833333333333333,0.6666666666666666,0.41666666666666663,0.5833333333333333,0.5,0.41666666666666663,0.5833333333333333,0.5,0.6666666666666666,0.5
4,0.5833333333333333,0.3333333333333333,0.41666666666666663,0.41666666666666663,0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8333333333333333,0.9166666666666666,0.8333333333333333,0.8333333333333333,0.6666666666666666,0.6666666666666666,0.8333333333333333,0.75,0.75,0.8333333333333333,0.6666666666666666,0.75,0.5,0.41666666666666663,0.3333333333333333
5,0.5833333333333333,0.5833333333333333,0.5833333333333333,0.6666666666666666,0.6666666666666666,0.5833333333333333,0.5833333333333333,0.5,0.5,0.25,0.3333333333333333,0.41666666666666663,0.3333333333333333,0.3333333333333333,0.41666666666666663,0.41666666666666663,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.3333333333333333,0.25,0.25,0.16666666666666666
6,0.25,0.25,0.25,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.25,0.25,0.3333333333333333,0.41666666666666663,0.5,0.5833333333333333,0.5833333333333333,0.5,0.41666666666666663,0.41666666666666663,0.41666666666666663,0.3333333333333333,0.3333333333333333,0.25,0.25,0.25,0.3333333333333333,0.16666666666666666
7,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.0,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.25,0.25,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.25,0.25,0.16666666666666666,0.25,0.25
8,0.16666666666666666,0.16666666666666666,0.25,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.25,0.3333333333333333,0.16666666666666666,0.25,0.3333333333333333,0.3333333333333333,0.25,0.25,0.25,0.16666666666666666,0.16666666666666666,0.25,0.16666666666666666,0.16666666666666666,0.25,0.25,0.25
9,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.41666666666666663,0.3333333333333333,0.25,0.25,0.25,0.41666666666666663,0.5,0.3333333333333333,0.3333333333333333,0.41666666666666663,0.41666666666666663,0.5,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25
10,0.16666666666666666,0.25,0.25,0.41666666666666663,0.41666666666666663,0.5,0.5,0.41666666666666663,0.41666666666666663,0.5833333333333333,0.5,0.5,0.41666666666666663,0.3333333333333333,0.41666666666666663,0.41666666666666663,0.41666666666666663,0.5,0.41666666666666663,0.3333333333333333,0.5,0.25,0.08333333333333333,0.41666666666666663
11,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.75,0.5,0.3333333333333333,0.3333333333333333,0.5833333333333333,0.5,0.5,0.41666666666666663,0.5,0.5,0.41666666666666663,0.25,0.3333333333333333,0.41666666666666663,0.41666666666666663,0.3333333333333333,0.25,0.3333333333333333,0.5,0.41666666666666663
12,0.5833333333333333,0.6666666666666666,0.5833333333333333,0.41666666666666663,0.41666666666666663,0.5833333333333333,0.3333333333333333,0.41666666666666663,0.5,0.5,0.3333333333333333,0.41666666666666663,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.41666666666666663,0.41666666666666663,0.5,0.6666666666666666,0.5833333333333333,0.41666666666666663,0.5833333333333333,0.5833333333333333,0.41666666666666663
13,0.5,0.25,0.3333333333333333,0.5,0.5,0.5833333333333333,0.6666666666666666,0.5833333333333333,0.3333333333333333,0.25,0.25,0.3333333333333333,0.3333333333333333,0.41666666666666663,0.3333333333333333,0.41666666666666663,0.41666666666666663,0.41666666666666663,0.5,0.5833333333333333,0.41666666666666663,0.25,0.25,0.41666666666666663
14,0.3333333333333333,0.25,0.25,0.16666666666666666,0.25,0.5,0.41666666666666663,0.41666666666666663,0.41666666666666663,0.5,0.3333333333333333,0.41666666666666663,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.41666666666666663,0.25,0.25,0.25,0.3333333333333333,0.41666666666666663,0.41666666666666663,0.3333333333333333,0.41666666666666663
15,0.41666666666666663,0.41666666666666663,0.41666666666666663,0.25,0.3333333333333333,0.3333333333333333,0.25,0.3333333333333333,0.3333333333333333,0.41666666666666663,0.5833333333333333,0.5833333333333333,0.5,0.41666666666666663,0.3333333333333333,0.3333333333333333,0.25,0.25,0.16666666666666666,0.16666666666666666,0.25,0.16666666666666666,0.25,0.3333333333333333
16,0.25,0.25,0.16666666666666666,0.25,0.16666666666666666,0.25,0.25,0.25,0.25,0.25,0.3333333333333333,0.3333333333333333,0.41666666666666663,0.41666666666666663,0.3333333333333333,0.25,0.25,0.25,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.25,0.16666666666666666,0.25
17,0.08333333333333333,0.25,0.3333333333333333,0.25,0.25,0.25,0.41666666666666663,0.41666666666666663,0.41666666666666663,0.41666666666666663,0.41666666666666663,0.41666666666666663,0.41666666666666663,0.3333333333333333,0.3333333333333333,0.25,0.41666666666666663,0.41666666666666663,0.3333333333333333,0.3333333333333333,0.25,0.3333333333333333,0.3333333333333333,0.16666666666666666
18,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.25,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.25,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.16666666666666666
19,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.0,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.25,0.25,0.25,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.16666666666666666
20,0.25,0.25,0.25,0.16666666666666666,0.25,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.41666666666666663,0.5,0.41666666666666663,0.5,0.5833333333333333,0.5,0.5833333333333333,0.6666666666666666,0.8333333333333333,0.75
21,0.6666666666666666,0.75,0.75,0.6666666666666666,0.5,0.3333333333333333,0.25,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.25,0.16666666666666666,0.5,0.41666666666666663,0.5,0.5833333333333333,0.41666666666666663,0.41666666666666663,0.25,0.41666666666666663
